"","num_arms","outcome_type","n1","n2","mean1","mean2","sd1","sd2","trteff1","trteff2","MEM_power","MEMr_power","pval_power","MEM_contapprox_power","pval_chisq_power","MEMcutoff","pvalcutoff"
"72",2,"binary",350,350,0.5,0.5,NA,NA,0.1,0.2,0.7156,0.3006,0.2956,NA,NA,0.8,0.05
"73",2,"binary",350,350,0.5,0.5,NA,NA,0.1,0.3,0.9728,0.8598,0.8569,NA,NA,0.8,0.05
"74",2,"binary",350,350,0.5,0.5,NA,NA,0.1,0.4,0.9999,0.9997,0.9997,NA,NA,0.8,0.05
"75",2,"binary",350,350,0.5,0.5,NA,NA,0.1,0.5,1,1,1,NA,NA,0.8,0.05
"76",2,"binary",400,400,0.5,0.5,NA,NA,0.1,0.1,0.422,0.0521,0.0536,NA,NA,0.8,0.05
"77",2,"binary",400,400,0.5,0.5,NA,NA,0.1,0.2,0.7342,0.323,0.3301,NA,NA,0.8,0.05
"78",2,"binary",400,400,0.5,0.5,NA,NA,0.1,0.3,0.9816,0.8975,0.9012,NA,NA,0.8,0.05
"79",2,"binary",400,400,0.5,0.5,NA,NA,0.1,0.4,0.9999,1,1,NA,NA,0.8,0.05
"80",2,"binary",400,400,0.5,0.5,NA,NA,0.1,0.5,1,1,1,NA,NA,0.8,0.05
"81",2,"binary",450,450,0.5,0.5,NA,NA,0.1,0.1,0.4051,0.0441,0.0475,NA,NA,0.8,0.05
"82",2,"binary",450,450,0.5,0.5,NA,NA,0.1,0.2,0.7609,0.3438,0.3611,NA,NA,0.8,0.05
"83",2,"binary",450,450,0.5,0.5,NA,NA,0.1,0.3,0.9889,0.9287,0.9349,NA,NA,0.8,0.05
"84",2,"binary",450,450,0.5,0.5,NA,NA,0.1,0.4,0.9999,0.9999,1,NA,NA,0.8,0.05
"85",2,"binary",450,450,0.5,0.5,NA,NA,0.1,0.5,1,1,1,NA,NA,0.8,0.05
"86",2,"binary",500,500,0.5,0.5,NA,NA,0.1,0.1,0.3602,0.0432,0.0506,NA,NA,0.8,0.05
"87",2,"binary",500,500,0.5,0.5,NA,NA,0.1,0.2,0.7618,0.3773,0.4038,NA,NA,0.8,0.05
"88",2,"binary",500,500,0.5,0.5,NA,NA,0.1,0.3,0.993,0.9469,0.9564,NA,NA,0.8,0.05
"89",2,"binary",500,500,0.5,0.5,NA,NA,0.1,0.4,1,1,1,NA,NA,0.8,0.05
"90",2,"binary",500,500,0.5,0.5,NA,NA,0.1,0.5,1,1,1,NA,NA,0.8,0.05
