"","num_arms","outcome_type","n1","n2","mean1","mean2","sd1","sd2","trteff1","trteff2","MEM_power","MEMr_power","pval_power","MEM_contapprox_power","pval_chisq_power","MEMcutoff","pvalcutoff"
"88",1,"binary",900,100,0.1,0.3,NA,NA,NA,NA,0.9887,0.9716,0.9983,0.9704,0.9979,0.2,0.05
"89",1,"binary",900,100,0.1,0.4,NA,NA,NA,NA,1,0.9999,1,0.9999,1,0.2,0.05
"90",1,"binary",900,100,0.1,0.5,NA,NA,NA,NA,1,1,1,1,1,0.2,0.05
"91",1,"continuous",150,50,1,1,3.16227766016838,3.16227766016838,NA,NA,0.1356,0.0036,0.0468,NA,NA,0.2,0.05
"92",1,"continuous",150,50,1,2,3.16227766016838,3.16227766016838,NA,NA,0.6665,0.1857,0.4811,NA,NA,0.2,0.05
"93",1,"continuous",150,50,1,3,3.16227766016838,3.16227766016838,NA,NA,0.9932,0.8412,0.9724,NA,NA,0.2,0.05
"94",1,"continuous",150,50,1,4,3.16227766016838,3.16227766016838,NA,NA,0.9999,0.9987,0.9999,NA,NA,0.2,0.05
"95",1,"continuous",150,50,1,5,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"96",1,"continuous",180,20,1,1,3.16227766016838,3.16227766016838,NA,NA,0.2177,0.0042,0.0497,NA,NA,0.2,0.05
"97",1,"continuous",180,20,1,2,3.16227766016838,3.16227766016838,NA,NA,0.5566,0.0705,0.2658,NA,NA,0.2,0.05
"98",1,"continuous",180,20,1,3,3.16227766016838,3.16227766016838,NA,NA,0.9324,0.4392,0.7602,NA,NA,0.2,0.05
"99",1,"continuous",180,20,1,4,3.16227766016838,3.16227766016838,NA,NA,0.9981,0.8811,0.98,NA,NA,0.2,0.05
"100",1,"continuous",180,20,1,5,3.16227766016838,3.16227766016838,NA,NA,1,0.9949,0.9996,NA,NA,0.2,0.05
"101",1,"continuous",225,75,1,1,3.16227766016838,3.16227766016838,NA,NA,0.104,0.0041,0.0477,NA,NA,0.2,0.05
"102",1,"continuous",225,75,1,2,3.16227766016838,3.16227766016838,NA,NA,0.7697,0.2949,0.6534,NA,NA,0.2,0.05
"103",1,"continuous",225,75,1,3,3.16227766016838,3.16227766016838,NA,NA,0.9992,0.9656,0.9968,NA,NA,0.2,0.05
"104",1,"continuous",225,75,1,4,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"105",1,"continuous",225,75,1,5,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"106",1,"continuous",270,30,1,1,3.16227766016838,3.16227766016838,NA,NA,0.1682,0.0027,0.0485,NA,NA,0.2,0.05
"107",1,"continuous",270,30,1,2,3.16227766016838,3.16227766016838,NA,NA,0.605,0.1017,0.3742,NA,NA,0.2,0.05
"108",1,"continuous",270,30,1,3,3.16227766016838,3.16227766016838,NA,NA,0.9725,0.6413,0.906,NA,NA,0.2,0.05
"109",1,"continuous",270,30,1,4,3.16227766016838,3.16227766016838,NA,NA,1,0.9791,0.9995,NA,NA,0.2,0.05
"110",1,"continuous",270,30,1,5,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"111",1,"continuous",300,100,1,1,3.16227766016838,3.16227766016838,NA,NA,0.0834,0.0033,0.0492,NA,NA,0.2,0.05
"112",1,"continuous",300,100,1,2,3.16227766016838,3.16227766016838,NA,NA,0.8508,0.4134,0.789,NA,NA,0.2,0.05
"113",1,"continuous",300,100,1,3,3.16227766016838,3.16227766016838,NA,NA,0.9999,0.9946,0.9999,NA,NA,0.2,0.05
"114",1,"continuous",300,100,1,4,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"115",1,"continuous",300,100,1,5,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"116",1,"continuous",360,40,1,1,3.16227766016838,3.16227766016838,NA,NA,0.1343,0.0035,0.0491,NA,NA,0.2,0.05
"117",1,"continuous",360,40,1,2,3.16227766016838,3.16227766016838,NA,NA,0.6633,0.1458,0.4825,NA,NA,0.2,0.05
"118",1,"continuous",360,40,1,3,3.16227766016838,3.16227766016838,NA,NA,0.9904,0.8031,0.9666,NA,NA,0.2,0.05
"119",1,"continuous",360,40,1,4,3.16227766016838,3.16227766016838,NA,NA,1,0.997,0.9999,NA,NA,0.2,0.05
"120",1,"continuous",360,40,1,5,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"121",1,"continuous",375,125,1,1,3.16227766016838,3.16227766016838,NA,NA,0.0808,0.0026,0.053,NA,NA,0.2,0.05
"122",1,"continuous",375,125,1,2,3.16227766016838,3.16227766016838,NA,NA,0.8988,0.5363,0.8633,NA,NA,0.2,0.05
"123",1,"continuous",375,125,1,3,3.16227766016838,3.16227766016838,NA,NA,1,0.9991,1,NA,NA,0.2,0.05
"124",1,"continuous",375,125,1,4,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
