"","num_arms","outcome_type","n1","n2","mean1","mean2","sd1","sd2","trteff1","trteff2","MEM_power","MEMr_power","pval_power"
"316",2,"continuous",400,400,1,1,1,1,1,1,NA,0.0029,0.0531
"317",2,"continuous",400,400,1,1,1,1,1,2,NA,0.9999,1
"318",2,"continuous",400,400,1,1,1,1,1,3,NA,1,1
"319",2,"continuous",400,400,1,1,1,1,1,4,NA,1,1
"320",2,"continuous",400,400,1,1,1,1,1,5,NA,1,1
"321",2,"continuous",400,400,1,1,3.16227766016838,3.16227766016838,1,1,NA,0.0029,0.0531
"322",2,"continuous",400,400,1,1,3.16227766016838,3.16227766016838,1,2,NA,0.2144,0.6065
"323",2,"continuous",400,400,1,1,3.16227766016838,3.16227766016838,1,3,NA,0.9155,0.994
"324",2,"continuous",400,400,1,1,3.16227766016838,3.16227766016838,1,4,NA,0.9997,1
"325",2,"continuous",400,400,1,1,3.16227766016838,3.16227766016838,1,5,NA,1,1
"326",2,"continuous",400,400,1,1,10,10,1,1,NA,0.0029,0.0531
"327",2,"continuous",400,400,1,1,10,10,1,2,NA,0.0105,0.1149
"328",2,"continuous",400,400,1,1,10,10,1,3,NA,0.0525,0.3037
"329",2,"continuous",400,400,1,1,10,10,1,4,NA,0.1822,0.5616
"330",2,"continuous",400,400,1,1,10,10,1,5,NA,0.4089,0.8046
"331",2,"continuous",450,450,1,1,1,1,1,1,NA,0.002,0.0502
"332",2,"continuous",450,450,1,1,1,1,1,2,NA,1,1
"333",2,"continuous",450,450,1,1,1,1,1,3,NA,1,1
"334",2,"continuous",450,450,1,1,1,1,1,4,NA,1,1
"335",2,"continuous",450,450,1,1,1,1,1,5,NA,1,1
"336",2,"continuous",450,450,1,1,3.16227766016838,3.16227766016838,1,1,NA,0.002,0.0502
"337",2,"continuous",450,450,1,1,3.16227766016838,3.16227766016838,1,2,NA,0.2332,0.6542
"338",2,"continuous",450,450,1,1,3.16227766016838,3.16227766016838,1,3,NA,0.9498,0.9982
"339",2,"continuous",450,450,1,1,3.16227766016838,3.16227766016838,1,4,NA,0.9999,1
"340",2,"continuous",450,450,1,1,3.16227766016838,3.16227766016838,1,5,NA,1,1
"341",2,"continuous",450,450,1,1,10,10,1,1,NA,0.002,0.0502
"342",2,"continuous",450,450,1,1,10,10,1,2,NA,0.0121,0.1211
"343",2,"continuous",450,450,1,1,10,10,1,3,NA,0.057,0.322
"344",2,"continuous",450,450,1,1,10,10,1,4,NA,0.199,0.6101
"345",2,"continuous",450,450,1,1,10,10,1,5,NA,0.4625,0.8463
"346",2,"continuous",500,500,1,1,1,1,1,1,NA,0.0017,0.0503
"347",2,"continuous",500,500,1,1,1,1,1,2,NA,1,1
"348",2,"continuous",500,500,1,1,1,1,1,3,NA,1,1
"349",2,"continuous",500,500,1,1,1,1,1,4,NA,1,1
"350",2,"continuous",500,500,1,1,1,1,1,5,NA,1,1
"351",2,"continuous",500,500,1,1,3.16227766016838,3.16227766016838,1,1,NA,0.0017,0.0503
"352",2,"continuous",500,500,1,1,3.16227766016838,3.16227766016838,1,2,NA,0.2686,0.7014
"353",2,"continuous",500,500,1,1,3.16227766016838,3.16227766016838,1,3,NA,0.9704,0.9993
"354",2,"continuous",500,500,1,1,3.16227766016838,3.16227766016838,1,4,NA,1,1
"355",2,"continuous",500,500,1,1,3.16227766016838,3.16227766016838,1,5,NA,1,1
"356",2,"continuous",500,500,1,1,10,10,1,1,NA,0.0017,0.0503
"357",2,"continuous",500,500,1,1,10,10,1,2,NA,0.0104,0.1213
"358",2,"continuous",500,500,1,1,10,10,1,3,NA,0.0609,0.3512
"359",2,"continuous",500,500,1,1,10,10,1,4,NA,0.2292,0.6545
"360",2,"continuous",500,500,1,1,10,10,1,5,NA,0.5142,0.881
