"","num_arms","outcome_type","n1","n2","mean1","mean2","sd1","sd2","trteff1","trteff2","MEM_power","MEMr_power","pval_power","MEM_contapprox_power","pval_chisq_power","MEMcutoff","pvalcutoff"
"198",2,"binary",270,30,0.1,0.1,NA,NA,0.1,0.3,0.257,0.178,0.205,NA,NA,"calibrated",0.05
"199",2,"binary",270,30,0.1,0.1,NA,NA,0.1,0.4,0.4795,0.2938,0.3319,NA,NA,"calibrated",0.05
"200",2,"binary",270,30,0.1,0.1,NA,NA,0.1,0.5,0.7009,0.4406,0.4818,NA,NA,"calibrated",0.05
"201",2,"binary",300,100,0.1,0.1,NA,NA,0.1,0.1,0.05,0.05,0.0576,NA,NA,"calibrated",0.05
"202",2,"binary",300,100,0.1,0.1,NA,NA,0.1,0.2,0.2088,0.1287,0.1399,NA,NA,"calibrated",0.05
"203",2,"binary",300,100,0.1,0.1,NA,NA,0.1,0.3,0.5955,0.3252,0.346,NA,NA,"calibrated",0.05
"204",2,"binary",300,100,0.1,0.1,NA,NA,0.1,0.4,0.8974,0.5932,0.6137,NA,NA,"calibrated",0.05
"205",2,"binary",300,100,0.1,0.1,NA,NA,0.1,0.5,0.9896,0.8168,0.8326,NA,NA,"calibrated",0.05
"206",2,"binary",360,40,0.1,0.1,NA,NA,0.1,0.1,0.05,0.05,0.071,NA,NA,"calibrated",0.05
"207",2,"binary",360,40,0.1,0.1,NA,NA,0.1,0.2,0.1192,0.0951,0.1206,NA,NA,"calibrated",0.05
