"","num_arms","outcome_type","n1","n2","mean1","mean2","sd1","sd2","trteff1","trteff2","MEM_power","MEMr_power","pval_power","MEMcutoff","pvalcutoff"
"185",2,"binary",100,100,0.1,0.1,NA,NA,0.1,0.5,NA,0.7134,0.587,0.8,0.05
"186",2,"binary",150,150,0.1,0.1,NA,NA,0.1,0.1,NA,0.0954,0.0574,0.8,0.05
"187",2,"binary",150,150,0.1,0.1,NA,NA,0.1,0.2,NA,0.1855,0.1276,0.8,0.05
"188",2,"binary",150,150,0.1,0.1,NA,NA,0.1,0.3,NA,0.4061,0.3091,0.8,0.05
"189",2,"binary",150,150,0.1,0.1,NA,NA,0.1,0.4,NA,0.6469,0.5502,0.8,0.05
"190",2,"binary",150,150,0.1,0.1,NA,NA,0.1,0.5,NA,0.8125,0.7483,0.8,0.05
"191",2,"binary",200,200,0.1,0.1,NA,NA,0.1,0.1,NA,0.0758,0.0537,0.8,0.05
"192",2,"binary",200,200,0.1,0.1,NA,NA,0.1,0.2,NA,0.1998,0.1556,0.8,0.05
"193",2,"binary",200,200,0.1,0.1,NA,NA,0.1,0.3,NA,0.4662,0.4037,0.8,0.05
"194",2,"binary",200,200,0.1,0.1,NA,NA,0.1,0.4,NA,0.7201,0.6663,0.8,0.05
"195",2,"binary",200,200,0.1,0.1,NA,NA,0.1,0.5,NA,0.8855,0.8543,0.8,0.05
"196",2,"binary",250,250,0.1,0.1,NA,NA,0.1,0.1,NA,0.0698,0.0555,0.8,0.05
"197",2,"binary",250,250,0.1,0.1,NA,NA,0.1,0.2,NA,0.2155,0.1859,0.8,0.05
"198",2,"binary",250,250,0.1,0.1,NA,NA,0.1,0.3,NA,0.5303,0.4899,0.8,0.05
"199",2,"binary",250,250,0.1,0.1,NA,NA,0.1,0.4,NA,0.7973,0.7683,0.8,0.05
"200",2,"binary",250,250,0.1,0.1,NA,NA,0.1,0.5,NA,0.9332,0.9208,0.8,0.05
"201",2,"binary",300,300,0.1,0.1,NA,NA,0.1,0.1,NA,0.0603,0.0528,0.8,0.05
"202",2,"binary",300,300,0.1,0.1,NA,NA,0.1,0.2,NA,0.2313,0.216,0.8,0.05
"203",2,"binary",300,300,0.1,0.1,NA,NA,0.1,0.3,NA,0.5718,0.5525,0.8,0.05
"204",2,"binary",300,300,0.1,0.1,NA,NA,0.1,0.4,NA,0.8389,0.8266,0.8,0.05
"205",2,"binary",300,300,0.1,0.1,NA,NA,0.1,0.5,NA,0.9644,0.9598,0.8,0.05
"206",2,"binary",350,350,0.1,0.1,NA,NA,0.1,0.1,NA,0.0569,0.055,0.8,0.05
"207",2,"binary",350,350,0.1,0.1,NA,NA,0.1,0.2,NA,0.244,0.2393,0.8,0.05
"208",2,"binary",350,350,0.1,0.1,NA,NA,0.1,0.3,NA,0.6178,0.6111,0.8,0.05
"209",2,"binary",350,350,0.1,0.1,NA,NA,0.1,0.4,NA,0.8845,0.8822,0.8,0.05
"210",2,"binary",350,350,0.1,0.1,NA,NA,0.1,0.5,NA,0.9772,0.9766,0.8,0.05
"211",2,"binary",400,400,0.1,0.1,NA,NA,0.1,0.1,NA,0.0488,0.0514,0.8,0.05
"212",2,"binary",400,400,0.1,0.1,NA,NA,0.1,0.2,NA,0.2539,0.259,0.8,0.05
"213",2,"binary",400,400,0.1,0.1,NA,NA,0.1,0.3,NA,0.6652,0.6711,0.8,0.05
"214",2,"binary",400,400,0.1,0.1,NA,NA,0.1,0.4,NA,0.9185,0.9206,0.8,0.05
"215",2,"binary",400,400,0.1,0.1,NA,NA,0.1,0.5,NA,0.9874,0.9878,0.8,0.05
"216",2,"binary",450,450,0.1,0.1,NA,NA,0.1,0.1,NA,0.0443,0.0502,0.8,0.05
"217",2,"binary",450,450,0.1,0.1,NA,NA,0.1,0.2,NA,0.2774,0.2956,0.8,0.05
"218",2,"binary",450,450,0.1,0.1,NA,NA,0.1,0.3,NA,0.7136,0.7302,0.8,0.05
"219",2,"binary",450,450,0.1,0.1,NA,NA,0.1,0.4,NA,0.9411,0.947,0.8,0.05
"220",2,"binary",450,450,0.1,0.1,NA,NA,0.1,0.5,NA,0.9935,0.9943,0.8,0.05
"221",2,"binary",500,500,0.1,0.1,NA,NA,0.1,0.1,NA,0.0452,0.0545,0.8,0.05
"222",2,"binary",500,500,0.1,0.1,NA,NA,0.1,0.2,NA,0.2909,0.314,0.8,0.05
"223",2,"binary",500,500,0.1,0.1,NA,NA,0.1,0.3,NA,0.7427,0.7653,0.8,0.05
"224",2,"binary",500,500,0.1,0.1,NA,NA,0.1,0.4,NA,0.9545,0.9603,0.8,0.05
"225",2,"binary",500,500,0.1,0.1,NA,NA,0.1,0.5,NA,0.9963,0.9968,0.8,0.05
"226",2,"continuous",100,100,1,1,1,1,1,1,NA,0.1133,0.0464,0.8,0.05
"227",2,"continuous",100,100,1,1,1,1,1,2,NA,0.976,0.9416,0.8,0.05
"228",2,"continuous",100,100,1,1,1,1,1,3,NA,1,1,0.8,0.05
"229",2,"continuous",100,100,1,1,1,1,1,4,NA,1,1,0.8,0.05
"230",2,"continuous",100,100,1,1,1,1,1,5,NA,1,1,0.8,0.05
"231",2,"continuous",100,100,1,1,3.16227766016838,3.16227766016838,1,1,NA,0.1133,0.0464,0.8,0.05
"232",2,"continuous",100,100,1,1,3.16227766016838,3.16227766016838,1,2,NA,0.3199,0.1932,0.8,0.05
"233",2,"continuous",100,100,1,1,3.16227766016838,3.16227766016838,1,3,NA,0.739,0.6003,0.8,0.05
"234",2,"continuous",100,100,1,1,3.16227766016838,3.16227766016838,1,4,NA,0.9626,0.9162,0.8,0.05
"235",2,"continuous",100,100,1,1,3.16227766016838,3.16227766016838,1,5,NA,0.9985,0.9943,0.8,0.05
"236",2,"continuous",100,100,1,1,10,10,1,1,NA,0.1133,0.0464,0.8,0.05
"237",2,"continuous",100,100,1,1,10,10,1,2,NA,0.1331,0.0622,0.8,0.05
"238",2,"continuous",100,100,1,1,10,10,1,3,NA,0.1978,0.1061,0.8,0.05
"239",2,"continuous",100,100,1,1,10,10,1,4,NA,0.3006,0.1779,0.8,0.05
"240",2,"continuous",100,100,1,1,10,10,1,5,NA,0.4295,0.2822,0.8,0.05
"241",2,"continuous",150,150,1,1,1,1,1,1,NA,0.0902,0.0502,0.8,0.05
"242",2,"continuous",150,150,1,1,1,1,1,2,NA,0.9941,0.9898,0.8,0.05
"243",2,"continuous",150,150,1,1,1,1,1,3,NA,1,1,0.8,0.05
"244",2,"continuous",150,150,1,1,1,1,1,4,NA,1,1,0.8,0.05
"245",2,"continuous",150,150,1,1,1,1,1,5,NA,1,1,0.8,0.05
"246",2,"continuous",150,150,1,1,3.16227766016838,3.16227766016838,1,1,NA,0.0902,0.0502,0.8,0.05
"247",2,"continuous",150,150,1,1,3.16227766016838,3.16227766016838,1,2,NA,0.3731,0.2754,0.8,0.05
"248",2,"continuous",150,150,1,1,3.16227766016838,3.16227766016838,1,3,NA,0.8529,0.7803,0.8,0.05
"249",2,"continuous",150,150,1,1,3.16227766016838,3.16227766016838,1,4,NA,0.9906,0.9827,0.8,0.05
"250",2,"continuous",150,150,1,1,3.16227766016838,3.16227766016838,1,5,NA,1,0.9998,0.8,0.05
"251",2,"continuous",150,150,1,1,10,10,1,1,NA,0.0902,0.0502,0.8,0.05
"252",2,"continuous",150,150,1,1,10,10,1,2,NA,0.1235,0.0754,0.8,0.05
"253",2,"continuous",150,150,1,1,10,10,1,3,NA,0.2086,0.1417,0.8,0.05
"254",2,"continuous",150,150,1,1,10,10,1,4,NA,0.3476,0.2535,0.8,0.05
"255",2,"continuous",150,150,1,1,10,10,1,5,NA,0.5141,0.4076,0.8,0.05
"256",2,"continuous",200,200,1,1,1,1,1,1,NA,0.0753,0.0486,0.8,0.05
"257",2,"continuous",200,200,1,1,1,1,1,2,NA,0.9994,0.9991,0.8,0.05
"258",2,"continuous",200,200,1,1,1,1,1,3,NA,1,1,0.8,0.05
"259",2,"continuous",200,200,1,1,1,1,1,4,NA,1,1,0.8,0.05
"260",2,"continuous",200,200,1,1,1,1,1,5,NA,1,1,0.8,0.05
"261",2,"continuous",200,200,1,1,3.16227766016838,3.16227766016838,1,1,NA,0.0753,0.0486,0.8,0.05
"262",2,"continuous",200,200,1,1,3.16227766016838,3.16227766016838,1,2,NA,0.4229,0.3515,0.8,0.05
"263",2,"continuous",200,200,1,1,3.16227766016838,3.16227766016838,1,3,NA,0.9146,0.8834,0.8,0.05
"264",2,"continuous",200,200,1,1,3.16227766016838,3.16227766016838,1,4,NA,0.999,0.9978,0.8,0.05
"265",2,"continuous",200,200,1,1,3.16227766016838,3.16227766016838,1,5,NA,1,1,0.8,0.05
"266",2,"continuous",200,200,1,1,10,10,1,1,NA,0.0753,0.0486,0.8,0.05
