"","num_arms","outcome_type","n1","n2","mean1","mean2","sd1","sd2","trteff1","trteff2","MEM_power","MEMr_power","pval_power","MEM_contapprox_power","pval_chisq_power","MEMcutoff","pvalcutoff"
"123",1,"continuous",350,350,1,1,10,10,NA,NA,0.05,0.05,0.0524,NA,NA,"calibrated",0.05
"124",1,"continuous",350,350,1,2,1,1,NA,NA,1,1,1,NA,NA,"calibrated",0.05
"125",1,"continuous",350,350,1,2,3.16227766016838,3.16227766016838,NA,NA,0.9869,0.9866,0.9875,NA,NA,"calibrated",0.05
"126",1,"continuous",350,350,1,2,10,10,NA,NA,0.2558,0.2547,0.2602,NA,NA,"calibrated",0.05
"127",1,"continuous",350,350,1,3,1,1,NA,NA,1,1,1,NA,NA,"calibrated",0.05
"128",1,"continuous",350,350,1,3,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,"calibrated",0.05
"129",1,"continuous",350,350,1,3,10,10,NA,NA,0.7456,0.7437,0.7498,NA,NA,"calibrated",0.05
"130",1,"continuous",350,350,1,4,1,1,NA,NA,1,1,1,NA,NA,"calibrated",0.05
"131",1,"continuous",350,350,1,4,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,"calibrated",0.05
"132",1,"continuous",350,350,1,4,10,10,NA,NA,0.976,0.976,0.9769,NA,NA,"calibrated",0.05
"133",1,"continuous",350,350,1,5,1,1,NA,NA,1,1,1,NA,NA,"calibrated",0.05
"134",1,"continuous",350,350,1,5,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,"calibrated",0.05
"135",1,"continuous",350,350,1,5,10,10,NA,NA,0.9994,0.9994,0.9994,NA,NA,"calibrated",0.05
"136",1,"continuous",400,400,1,1,1,1,NA,NA,0.05,0.05,0.0551,NA,NA,"calibrated",0.05
"137",1,"continuous",400,400,1,1,3.16227766016838,3.16227766016838,NA,NA,0.05,0.05,0.0551,NA,NA,"calibrated",0.05
"138",1,"continuous",400,400,1,1,10,10,NA,NA,0.05,0.05,0.0551,NA,NA,"calibrated",0.05
"139",1,"continuous",400,400,1,2,1,1,NA,NA,1,1,1,NA,NA,"calibrated",0.05
"140",1,"continuous",400,400,1,2,3.16227766016838,3.16227766016838,NA,NA,0.9941,0.994,0.9944,NA,NA,"calibrated",0.05
"141",1,"continuous",400,400,1,2,10,10,NA,NA,0.2803,0.2807,0.294,NA,NA,"calibrated",0.05
"142",1,"continuous",400,400,1,3,1,1,NA,NA,1,1,1,NA,NA,"calibrated",0.05
"143",1,"continuous",400,400,1,3,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,"calibrated",0.05
"144",1,"continuous",400,400,1,3,10,10,NA,NA,0.7887,0.7891,0.8017,NA,NA,"calibrated",0.05
"145",1,"continuous",400,400,1,4,1,1,NA,NA,1,1,1,NA,NA,"calibrated",0.05
"146",1,"continuous",400,400,1,4,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,"calibrated",0.05
